期号,日期,中奖号码 1,2,3,4,5,超級球,上期出现号码,小,大,单数,双数,1-10,11-20,21-30,31-40,41-50,51-60,61-70,71-80,一奖 中奖注数,一奖 每注奖金,二奖 中奖注数,二奖 每注奖金,三奖 中奖注数,三奖 每注奖金,四奖 中奖注数,四奖 每注奖金,五奖 中奖注数,五奖 每注奖金,六奖 中奖注数,六奖 每注奖金,七奖 中奖注数,七奖 每注奖金,八奖 中奖注数,八奖 每注奖金,九奖 中奖注数,九奖 每注奖金
6/25/2019,2019-06-25,24,33,45,47,61,17,,2,3,4,1,0,0,1,1,2,0,1,0,0,0.00,1,1000000.00,6,10000.00,186,500.00,505,200.00,12476,10.00,10776,10.00,82712,4.00,207515,2.00
6/21/2019,2019-06-21,13,30,36,48,62,18,48,2,3,1,4,0,1,1,1,1,0,1,0,0,0.00,2,1000000.00,8,10000.00,160,500.00,505,200.00,12722,10.00,10775,10.00,84864,4.00,208496,2.00
6/18/2019,2019-06-18,12,14,22,24,48,21,,4,1,0,5,0,2,2,0,1,0,0,0,0,0.00,0,0.00,7,10000.00,304,500.00,537,200.00,17120,10.00,11251,10.00,84312,4.00,199763,2.00
6/14/2019,2019-06-14,19,40,47,57,65,6,57,1,4,4,1,0,1,0,1,1,1,1,0,0,0.00,0,0.00,12,10000.00,183,500.00,479,200.00,11939,10.00,11211,10.00,93917,4.00,243185,2.00
6/11/2019,2019-06-11,20,34,39,43,57,13,,2,3,3,2,0,1,0,2,1,1,0,0,0,0.00,0,0.00,7,10000.00,169,500.00,564,200.00,12280,10.00,11931,10.00,97657,4.00,260905,2.00
6/7/2019,2019-06-07,17,19,27,40,68,2,68,3,2,3,2,0,2,1,1,0,0,1,0,1,530000000.00,3,1000000.00,43,10000.00,906,500.00,2422,200.00,59617,10.00,52460,10.00,402263,4.00,954963,2.00
6/4/2019,2019-06-04,25,37,46,48,68,25,,1,4,2,3,0,0,1,1,2,0,1,0,0,0.00,4,1000000.00,38,10000.00,648,500.00,1805,200.00,43578,10.00,37778,10.00,299516,4.00,748734,2.00
5/31/2019,2019-05-31,7,8,26,65,67,4,,3,2,3,2,2,0,1,0,0,0,2,0,0,0.00,2,1000000.00,33,10000.00,637,500.00,1804,200.00,41733,10.00,39585,10.00,304817,4.00,717316,2.00
5/28/2019,2019-05-28,9,21,34,42,50,21,,3,2,2,3,1,0,1,1,2,0,0,0,0,0.00,3,1000000.00,18,10000.00,526,500.00,1327,200.00,32880,10.00,27618,10.00,214461,4.00,514680,2.00
5/24/2019,2019-05-24,14,41,44,56,62,10,56,1,4,1,4,0,1,0,0,2,1,1,0,0,0.00,0,0.00,16,10000.00,457,500.00,1262,200.00,29231,10.00,27277,10.00,216766,4.00,563945,2.00
5/21/2019,2019-05-21,10,50,55,56,58,15,,1,4,1,4,1,0,0,0,1,3,0,0,0,0.00,3,1000000.00,15,10000.00,340,500.00,932,200.00,22242,10.00,20103,10.00,161557,4.00,409103,2.00
5/17/2019,2019-05-17,5,17,28,32,63,11,,4,1,3,2,1,1,1,1,0,0,1,0,0,0.00,3,1000000.00,18,10000.00,493,500.00,1407,200.00,30328,10.00,28767,10.00,211799,4.00,495419,2.00
5/14/2019,2019-05-14,11,59,66,67,68,18,,1,4,3,2,0,1,0,0,0,1,3,0,0,0.00,1,1000000.00,23,10000.00,361,500.00,980,200.00,24282,10.00,20885,10.00,167533,4.00,421851,2.00
5/10/2019,2019-05-10,3,16,21,61,62,19,3,3,2,3,2,1,1,1,0,0,0,2,0,0,0.00,1,1000000.00,17,10000.00,342,500.00,927,200.00,24375,10.00,20916,10.00,160477,4.00,389997,2.00
5/7/2019,2019-05-07,3,6,34,54,63,19,,3,2,2,3,2,0,0,1,0,1,1,0,0,0.00,0,0.00,9,10000.00,315,500.00,852,200.00,19110,10.00,16438,10.00,127134,4.00,305847,2.00
5/3/2019,2019-05-03,8,16,22,66,68,11,,3,2,0,5,1,1,1,0,0,0,2,0,0,0.00,1,1000000.00,13,10000.00,288,500.00,902,200.00,19215,10.00,18856,10.00,147477,4.00,357843,2.00
4/30/2019,2019-04-30,24,37,41,61,70,20,,1,4,3,2,0,0,1,1,1,0,2,0,0,0.00,1,1000000.00,12,10000.00,253,500.00,662,200.00,16918,10.00,13951,10.00,110998,4.00,281280,2.00
4/26/2019,2019-04-26,9,17,23,30,46,10,30,4,1,3,2,1,1,2,0,1,0,0,0,0,0.00,0,0.00,20,10000.00,398,500.00,1035,200.00,21831,10.00,19287,10.00,136610,4.00,309226,2.00
4/23/2019,2019-04-23,7,24,30,48,67,9,,3,2,2,3,1,0,2,0,1,0,1,0,0,0.00,0,0.00,10,10000.00,287,500.00,695,200.00,16524,10.00,15689,10.00,120998,4.00,287443,2.00
4/19/2019,2019-04-19,18,25,43,44,57,25,,2,3,3,2,0,1,1,0,2,1,0,0,0,0.00,1,1000000.00,15,10000.00,227,500.00,620,200.00,15080,10.00,12935,10.00,102570,4.00,253729,2.00
4/16/2019,2019-04-16,11,29,34,48,54,10,,3,2,2,3,0,1,1,1,1,1,0,0,0,0.00,1,1000000.00,7,10000.00,255,500.00,680,200.00,15071,10.00,14327,10.00,112461,4.00,276094,2.00
4/12/2019,2019-04-12,1,24,25,40,70,4,,3,2,2,3,1,0,2,1,0,0,1,0,0,0.00,0,0.00,8,10000.00,225,500.00,626,200.00,15653,10.00,14371,10.00,113921,4.00,269470,2.00
4/9/2019,2019-04-09,11,22,34,44,58,9,22,3,2,1,4,0,1,1,1,1,1,0,0,0,0.00,0,0.00,13,10000.00,251,500.00,698,200.00,15292,10.00,14321,10.00,110804,4.00,268062,2.00
4/5/2019,2019-04-05,8,22,24,38,64,21,64,3,2,0,5,1,0,2,1,0,0,1,0,0,0.00,1,1000000.00,9,10000.00,218,500.00,558,200.00,15273,10.00,12075,10.00,93240,4.00,226860,2.00
4/2/2019,2019-04-02,33,47,58,59,64,25,,1,4,3,2,0,0,0,1,1,2,1,0,0,0.00,0,0.00,13,10000.00,180,500.00,494,200.00,11424,10.00,9870,10.00,78730,4.00,211103,2.00
3/29/2019,2019-03-29,5,14,15,62,66,3,14,3,2,2,3,1,2,0,0,0,0,2,0,0,0.00,0,0.00,14,10000.00,180,500.00,591,200.00,13791,10.00,13716,10.00,108718,4.00,264332,2.00
3/26/2019,2019-03-26,4,14,22,43,58,9,58,3,2,1,4,1,1,1,0,1,1,0,0,0,0.00,1,1000000.00,6,10000.00,216,500.00,651,200.00,14813,10.00,14500,10.00,111408,4.00,266222,2.00
3/22/2019,2019-03-22,7,36,58,60,62,10,,1,4,1,4,1,0,0,1,0,2,1,0,0,0.00,2,1000000.00,8,10000.00,196,500.00,565,200.00,12953,10.00,12192,10.00,103028,4.00,263914,2.00
3/19/2019,2019-03-19,10,42,53,67,68,15,,1,4,2,3,1,0,0,0,1,1,2,0,0,0.00,1,1000000.00,8,10000.00,152,500.00,448,200.00,11389,10.00,10436,10.00,87810,4.00,228746,2.00
3/15/2019,2019-03-15,3,29,56,62,64,4,,2,3,2,3,1,0,1,0,0,1,2,0,0,0.00,0,0.00,5,10000.00,181,500.00,471,200.00,11366,10.00,10342,10.00,86679,4.00,222386,2.00
3/12/2019,2019-03-12,10,12,16,49,57,18,,3,2,2,3,1,2,0,0,1,1,0,0,1,50000000.00,0,0.00,6,10000.00,185,500.00,486,200.00,12883,10.00,9843,10.00,75360,4.00,177685,2.00
3/8/2019,2019-03-08,4,9,42,62,68,7,,2,3,1,4,2,0,0,0,1,0,2,0,0,0.00,0,0.00,8,10000.00,186,500.00,559,200.00,10940,10.00,12488,10.00,102767,4.00,248417,2.00
3/5/2019,2019-03-05,15,20,32,37,52,6,,3,2,2,3,0,2,0,2,0,1,0,0,0,0.00,0,0.00,7,10000.00,191,500.00,477,200.00,11116,10.00,10369,10.00,80777,4.00,200841,2.00
3/1/2019,2019-03-01,29,33,39,60,66,21,60,2,3,3,2,0,0,1,2,0,1,1,0,1,273000000.00,0,0.00,13,10000.00,307,500.00,708,200.00,18481,10.00,15890,10.00,124362,4.00,313248,2.00
2/26/2019,2019-02-26,10,12,14,24,60,20,24,4,1,0,5,1,2,1,0,0,1,0,0,0,0.00,2,1000000.00,13,10000.00,390,500.00,781,200.00,23004,10.00,15375,10.00,116095,4.00,274489,2.00
2/22/2019,2019-02-22,18,24,31,34,55,4,"24,34",4,1,2,3,0,1,1,2,0,1,0,0,0,0.00,3,1000000.00,12,10000.00,249,500.00,768,200.00,17749,10.00,16720,10.00,126021,4.00,302773,2.00
2/19/2019,2019-02-19,17,24,34,56,65,3,65,3,2,2,3,0,1,1,1,0,1,1,0,0,0.00,1,1000000.00,8,10000.00,238,500.00,684,200.00,15138,10.00,14617,10.00,117560,4.00,288910,2.00
2/15/2019,2019-02-15,10,38,40,43,65,12,65,1,4,2,3,1,0,0,2,1,0,1,0,0,0.00,1,1000000.00,10,10000.00,211,500.00,654,200.00,14449,10.00,13427,10.00,112057,4.00,282598,2.00
2/12/2019,2019-02-12,15,32,39,50,65,7,,2,3,3,2,0,1,0,2,1,0,1,0,0,0.00,1,1000000.00,10,10000.00,187,500.00,556,200.00,12785,10.00,12937,10.00,106012,4.00,291347,2.00
2/8/2019,2019-02-08,14,24,31,42,48,13,,3,2,1,4,0,1,1,1,2,0,0,0,0,0.00,2,1000000.00,12,10000.00,266,500.00,635,200.00,15189,10.00,14104,10.00,109651,4.00,268865,2.00
2/5/2019,2019-02-05,3,34,36,59,66,7,66,2,3,2,3,1,0,0,2,0,1,1,0,0,0.00,0,0.00,10,10000.00,198,500.00,581,200.00,12832,10.00,13254,10.00,113659,4.00,291365,2.00
2/1/2019,2019-02-01,2,37,48,66,68,11,,1,4,1,4,1,0,0,1,1,0,2,0,0,0.00,0,0.00,13,10000.00,169,500.00,526,200.00,12072,10.00,11716,10.00,99244,4.00,261759,2.00
1/29/2019,2019-01-29,10,33,53,54,62,22,,2,3,2,3,1,0,0,1,0,2,1,0,0,0.00,1,1000000.00,8,10000.00,177,500.00,485,200.00,12217,10.00,10496,10.00,81936,4.00,202963,2.00
1/25/2019,2019-01-25,8,16,30,38,61,10,,3,2,1,4,1,1,1,1,0,0,1,0,0,0.00,0,0.00,7,10000.00,199,500.00,580,200.00,12644,10.00,12485,10.00,95810,4.00,224206,2.00
1/22/2019,2019-01-22,4,15,37,59,64,16,64,2,3,3,2,1,1,0,1,0,1,1,0,0,0.00,0,0.00,5,10000.00,158,500.00,415,200.00,10246,10.00,8714,10.00,68363,4.00,167936,2.00
1/18/2019,2019-01-18,2,43,48,62,64,24,62,1,4,1,4,1,0,0,0,2,0,2,0,0,0.00,0,0.00,9,10000.00,152,500.00,404,200.00,10707,10.00,9275,10.00,75622,4.00,190710,2.00
1/15/2019,2019-01-15,29,52,58,60,62,7,62,1,4,1,4,0,0,1,0,0,3,1,0,0,0.00,1,1000000.00,3,10000.00,167,500.00,463,200.00,10161,10.00,9554,10.00,85230,4.00,252412,2.00
1/11/2019,2019-01-11,4,5,31,62,69,20,,3,2,3,2,2,0,0,1,0,0,2,0,0,0.00,2,1000000.00,6,10000.00,178,500.00,430,200.00,11792,10.00,9748,10.00,74741,4.00,178325,2.00
1/8/2019,2019-01-08,13,26,29,38,64,5,29,3,2,2,3,0,1,2,1,0,0,1,0,0,0.00,0,0.00,5,10000.00,151,500.00,511,200.00,11497,10.00,11867,10.00,91310,4.00,221559,2.00
1/4/2019,2019-01-04,21,29,35,54,60,15,,3,2,3,2,0,0,2,1,0,2,0,0,0,0.00,0,0.00,6,10000.00,198,500.00,488,200.00,11520,10.00,11011,10.00,88446,4.00,221963,2.00
1/1/2019,2019-01-01,34,44,57,62,70,14,,1,4,1,4,0,0,0,1,1,1,2,0,1,425000000.00,6,1000000.00,25,10000.00,786,500.00,2121,200.00,53050,10.00,46881,10.00,370544,4.00,956446,2.00
12/28/2018,2018-12-28,9,10,25,37,38,21,,3,2,3,2,2,0,1,2,0,0,0,0,0,0.00,4,1000000.00,23,10000.00,608,500.00,1474,200.00,39652,10.00,30938,10.00,236995,4.00,561142,2.00
12/25/2018,2018-12-25,2,8,42,43,50,6,,2,3,1,4,2,0,0,0,3,0,0,0,0,0.00,1,1000000.00,17,10000.00,478,500.00,1325,200.00,31079,10.00,28274,10.00,224143,4.00,534585,2.00
12/21/2018,2018-12-21,10,13,61,62,70,5,13,2,3,2,3,1,1,0,0,0,0,3,0,0,0.00,1,1000000.00,12,10000.00,306,500.00,882,200.00,19289,10.00,19505,10.00,154351,4.00,381526,2.00
12/18/2018,2018-12-18,13,22,32,60,69,9,22,3,2,2,3,0,1,1,1,0,1,1,0,0,0.00,1,1000000.00,22,10000.00,381,500.00,1067,200.00,24620,10.00,24248,10.00,196779,4.00,494708,2.00
12/14/2018,2018-12-14,5,22,26,43,49,23,,3,2,3,2,1,0,2,0,2,0,0,0,0,0.00,3,1000000.00,24,10000.00,433,500.00,1075,200.00,26979,10.00,21152,10.00,165796,4.00,400472,2.00
12/11/2018,2018-12-11,4,38,39,54,59,12,4,1,4,2,3,1,0,0,2,0,2,0,0,0,0.00,1,1000000.00,14,10000.00,337,500.00,1039,200.00,22896,10.00,22020,10.00,181800,4.00,457498,2.00
12/7/2018,2018-12-07,4,10,20,33,57,13,,4,1,2,3,2,1,0,1,0,1,0,0,0,0.00,1,1000000.00,34,10000.00,418,500.00,1281,200.00,27927,10.00,26917,10.00,193271,4.00,442492,2.00
12/4/2018,2018-12-04,28,31,41,42,50,4,28,2,3,2,3,0,0,1,1,3,0,0,0,0,0.00,2,1000000.00,22,10000.00,337,500.00,965,200.00,23119,10.00,21610,10.00,172774,4.00,435588,2.00
11/30/2018,2018-11-30,25,28,40,43,63,19,,2,3,3,2,0,0,2,1,1,0,1,0,0,0.00,1,1000000.00,12,10000.00,295,500.00,815,200.00,20534,10.00,17876,10.00,141258,4.00,350400,2.00
11/27/2018,2018-11-27,12,24,37,42,57,18,,2,3,2,3,0,1,1,1,1,1,0,0,0,0.00,0,0.00,12,10000.00,371,500.00,810,200.00,21898,10.00,17337,10.00,135720,4.00,331918,2.00
11/23/2018,2018-11-23,7,10,30,33,59,23,10,4,1,3,2,2,0,1,1,0,1,0,0,0,0.00,0,0.00,11,10000.00,313,500.00,860,200.00,23367,10.00,17142,10.00,127528,4.00,298273,2.00
11/20/2018,2018-11-20,10,16,31,42,66,10,,3,2,1,4,1,1,0,1,1,0,1,0,0,0.00,0,0.00,10,10000.00,262,500.00,823,200.00,18826,10.00,18707,10.00,143842,4.00,336223,2.00
11/16/2018,2018-11-16,33,36,63,68,69,16,69,1,4,3,2,0,0,0,2,0,0,3,0,0,0.00,3,1000000.00,7,10000.00,237,500.00,631,200.00,15636,10.00,13319,10.00,105296,4.00,273521,2.00
11/13/2018,2018-11-13,34,46,57,65,69,11,57,1,4,3,2,0,0,0,1,1,1,2,0,0,0.00,1,1000000.00,9,10000.00,295,500.00,780,200.00,17649,10.00,16693,10.00,139317,4.00,411513,2.00
11/9/2018,2018-11-09,8,14,27,57,67,5,,3,2,3,2,1,1,1,0,0,1,1,0,0,0.00,0,0.00,9,10000.00,300,500.00,873,200.00,19705,10.00,19819,10.00,153057,4.00,366964,2.00
11/6/2018,2018-11-06,28,34,37,56,69,12,28,2,3,2,3,0,0,1,2,0,1,1,0,0,0.00,1,1000000.00,19,10000.00,279,500.00,747,200.00,17767,10.00,16890,10.00,139596,4.00,368351,2.00
11/2/2018,2018-11-02,3,23,28,46,62,16,46,3,2,2,3,1,0,2,0,1,0,1,0,0,0.00,0,0.00,11,10000.00,345,500.00,772,200.00,21264,10.00,15799,10.00,121881,4.00,293131,2.00
10/30/2018,2018-10-30,20,31,39,46,49,23,,2,3,3,2,0,1,0,2,2,0,0,0,0,0.00,3,1000000.00,14,10000.00,327,500.00,795,200.00,21084,10.00,16194,10.00,129702,4.00,327193,2.00
10/26/2018,2018-10-26,1,28,61,62,63,5,"28,62",2,3,3,2,1,0,1,0,0,0,3,0,0,0.00,1,1000000.00,17,10000.00,377,500.00,1089,200.00,23540,10.00,27794,10.00,199988,4.00,509383,2.00
10/23/2018,2018-10-23,5,28,62,65,70,5,"65,70",2,3,2,3,1,0,1,0,0,0,3,0,1,1600000000.00,36,1000000.00,419,10000.00,8756,500.00,24462,200.00,579616,10.00,529214,10.00,4209199,4.00,10398311,2.00
10/19/2018,2018-10-19,15,23,53,65,70,7,,2,3,4,1,0,1,1,0,0,1,2,0,0,0.00,15,1000000.00,289,10000.00,6661,500.00,19037,200.00,437325,10.00,410059,10.00,3294130,4.00,8279174,2.00
10/16/2018,2018-10-16,3,45,49,61,69,9,61,1,4,5,0,1,0,0,0,2,0,2,0,0,0.00,9,1000000.00,100,10000.00,2440,500.00,6993,200.00,163877,10.00,149020,10.00,1204564,4.00,3000492,2.00
10/12/2018,2018-10-12,4,24,46,61,70,7,,2,3,1,4,1,0,1,0,1,0,2,0,0,0.00,1,1000000.00,55,10000.00,1370,500.00,3940,200.00,89664,10.00,88062,10.00,707925,4.00,1760166,2.00
10/9/2018,2018-10-09,20,22,39,54,60,18,,2,3,1,4,0,1,1,1,0,2,0,0,0,0.00,4,1000000.00,37,10000.00,920,500.00,2474,200.00,58257,10.00,50799,10.00,398306,4.00,983898,2.00
10/5/2018,2018-10-05,27,28,32,41,69,12,,3,2,3,2,0,0,2,1,1,0,1,0,0,0.00,2,1000000.00,30,10000.00,727,500.00,2046,200.00,48680,10.00,45789,10.00,364685,4.00,895544,2.00
10/2/2018,2018-10-02,2,22,29,31,34,1,,5,0,2,3,1,0,2,2,0,0,0,0,0,0.00,0,0.00,30,10000.00,691,500.00,1716,200.00,44545,10.00,36236,10.00,273690,4.00,644230,2.00
9/28/2018,2018-09-28,39,45,52,56,59,15,,0,5,3,2,0,0,0,1,1,3,0,0,0,0.00,1,1000000.00,21,10000.00,527,500.00,1404,200.00,32958,10.00,29988,10.00,241256,4.00,639206,2.00
9/25/2018,2018-09-25,8,16,32,48,61,12,,3,2,1,4,1,1,0,1,1,0,1,0,0,0.00,1,1000000.00,21,10000.00,615,500.00,1528,200.00,34495,10.00,31329,10.00,245137,4.00,594918,2.00
9/21/2018,2018-09-21,1,2,11,52,64,9,,3,2,2,3,2,1,0,0,0,1,1,0,0,0.00,1,1000000.00,14,10000.00,492,500.00,1414,200.00,32764,10.00,30586,10.00,223541,4.00,521153,2.00
9/18/2018,2018-09-18,31,32,43,63,68,17,43,2,3,3,2,0,0,0,2,1,0,2,0,0,0.00,1,1000000.00,15,10000.00,379,500.00,967,200.00,24516,10.00,21600,10.00,173730,4.00,441056,2.00
9/14/2018,2018-09-14,23,30,40,43,66,13,30,2,3,2,3,0,0,2,1,1,0,1,0,0,0.00,1,1000000.00,17,10000.00,402,500.00,1071,200.00,24420,10.00,24089,10.00,195094,4.00,497477,2.00
9/11/2018,2018-09-11,15,30,51,62,67,19,,2,3,3,2,0,1,1,0,0,1,2,0,0,0.00,0,0.00,18,10000.00,357,500.00,926,200.00,22667,10.00,19321,10.00,154233,4.00,388789,2.00
9/7/2018,2018-09-07,8,10,41,54,68,10,,2,3,1,4,2,0,0,0,1,1,1,0,0,0.00,2,1000000.00,15,10000.00,337,500.00,932,200.00,21284,10.00,22368,10.00,176920,4.00,414330,2.00
9/4/2018,2018-09-04,2,7,25,35,44,3,7,4,1,3,2,2,0,1,1,1,0,0,0,0,0.00,0,0.00,19,10000.00,328,500.00,1166,200.00,24824,10.00,22936,10.00,163403,4.00,363233,2.00
8/31/2018,2018-08-31,7,18,29,32,45,17,,4,1,3,2,1,1,1,1,1,0,0,0,0,0.00,1,1000000.00,7,10000.00,438,500.00,945,200.00,25562,10.00,19090,10.00,144953,4.00,339854,2.00
8/28/2018,2018-08-28,3,20,33,34,41,20,,4,1,3,2,1,1,0,2,1,0,0,0,0,0.00,1,1000000.00,10,10000.00,311,500.00,757,200.00,20912,10.00,16774,10.00,127530,4.00,305186,2.00
8/24/2018,2018-08-24,1,6,13,18,49,8,,4,1,3,2,2,2,0,0,1,0,0,0,0,0.00,4,1000000.00,11,10000.00,446,500.00,1220,200.00,26545,10.00,23270,10.00,159571,4.00,356630,2.00
8/21/2018,2018-08-21,14,16,19,38,57,11,,3,2,2,3,0,3,0,1,0,1,0,0,0,0.00,0,0.00,14,10000.00,274,500.00,847,200.00,19560,10.00,19315,10.00,150791,4.00,358850,2.00
8/17/2018,2018-08-17,1,31,32,47,56,3,,3,2,3,2,1,0,0,2,1,1,0,0,0,0.00,1,1000000.00,15,10000.00,232,500.00,683,200.00,16219,10.00,16033,10.00,130268,4.00,322296,2.00
8/14/2018,2018-08-14,11,26,44,45,46,11,,2,3,2,3,0,1,1,0,3,0,0,0,0,0.00,0,0.00,14,10000.00,277,500.00,817,200.00,16674,10.00,17337,10.00,130940,4.00,303791,2.00
8/10/2018,2018-08-10,1,3,12,22,42,6,,4,1,2,3,2,1,1,0,1,0,0,0,0,0.00,1,1000000.00,24,10000.00,470,500.00,1108,200.00,26353,10.00,21218,10.00,125286,4.00,271588,2.00
8/7/2018,2018-08-07,2,13,15,21,62,2,,4,1,3,2,1,2,1,0,0,0,1,0,0,0.00,1,1000000.00,12,10000.00,263,500.00,801,200.00,17982,10.00,15465,10.00,113557,4.00,259814,2.00
8/3/2018,2018-08-03,9,28,30,54,60,2,,3,2,1,4,1,0,2,0,0,2,0,0,0,0.00,1,1000000.00,7,10000.00,222,500.00,682,200.00,16663,10.00,14511,10.00,112822,4.00,268135,2.00
7/31/2018,2018-07-31,12,15,35,64,69,9,,3,2,3,2,0,2,0,1,0,0,2,0,0,0.00,0,0.00,9,10000.00,220,500.00,588,200.00,13292,10.00,13806,10.00,114665,4.00,286240,2.00
7/27/2018,2018-07-27,1,32,40,49,63,20,1,2,3,3,2,1,0,0,2,1,0,1,0,0,0.00,0,0.00,8,10000.00,190,500.00,450,200.00,12236,10.00,10462,10.00,86586,4.00,210608,2.00
7/24/2018,2018-07-24,1,2,4,19,29,20,1,5,0,3,2,3,1,1,0,0,0,0,0,1,522000000.00,8,1000000.00,102,10000.00,3426,500.00,6105,200.00,185709,10.00,114778,10.00,833186,4.00,1966046,2.00
7/20/2018,2018-07-20,1,14,30,44,62,1,,3,2,1,4,1,1,1,0,1,0,1,0,0,0.00,2,1000000.00,47,10000.00,1093,500.00,2909,200.00,72615,10.00,62760,10.00,488160,4.00,1174101,2.00
7/17/2018,2018-07-17,40,41,61,66,67,12,,0,5,3,2,0,0,0,1,1,0,3,0,0,0.00,3,1000000.00,25,10000.00,657,500.00,1775,200.00,41828,10.00,38690,10.00,311413,4.00,854608,2.00
7/13/2018,2018-07-13,21,22,39,59,68,2,,2,3,3,2,0,0,2,1,0,1,1,0,0,0.00,1,1000000.00,24,10000.00,611,500.00,1618,200.00,40952,10.00,36788,10.00,296911,4.00,739418,2.00
7/10/2018,2018-07-10,1,17,28,56,70,14,56,3,2,2,3,1,1,1,0,0,1,1,0,0,0.00,2,1000000.00,39,10000.00,862,500.00,1678,200.00,40644,10.00,33822,10.00,257634,4.00,612450,2.00
7/6/2018,2018-07-06,2,10,46,50,56,16,,2,3,0,5,2,0,0,0,2,1,0,0,0,0.00,1,1000000.00,17,10000.00,430,500.00,1167,200.00,29828,10.00,24550,10.00,189708,4.00,461385,2.00
7/3/2018,2018-07-03,13,35,45,49,68,23,"49,68",2,3,4,1,0,1,0,1,2,0,1,0,0,0.00,0,0.00,14,10000.00,451,500.00,1180,200.00,28742,10.00,25109,10.00,191501,4.00,477154,2.00
6/29/2018,2018-06-29,2,32,47,49,68,23,,2,3,2,3,1,0,0,1,2,0,1,0,0,0.00,1,1000000.00,15,10000.00,411,500.00,1015,200.00,26612,10.00,22276,10.00,177842,4.00,439561,2.00
6/26/2018,2018-06-26,17,25,29,39,60,19,,3,2,4,1,0,1,2,1,0,1,0,0,0,0.00,2,1000000.00,18,10000.00,368,500.00,983,200.00,26514,10.00,20933,10.00,162460,4.00,392180,2.00
6/22/2018,2018-06-22,2,6,11,27,44,20,11,4,1,2,3,2,1,1,0,1,0,0,0,0,0.00,1,1000000.00,18,10000.00,651,500.00,1013,200.00,34832,10.00,20028,10.00,144083,4.00,339120,2.00
6/19/2018,2018-06-19,11,13,28,65,70,14,11,3,2,3,2,0,2,1,0,0,0,2,0,0,0.00,0,0.00,21,10000.00,300,500.00,875,200.00,20916,10.00,18669,10.00,146922,4.00,351138,2.00
6/15/2018,2018-06-15,1,11,37,47,51,6,1,2,3,5,0,1,1,0,1,1,1,0,0,0,0.00,2,1000000.00,16,10000.00,314,500.00,927,200.00,21632,10.00,20221,10.00,158784,4.00,370747,2.00
6/12/2018,2018-06-12,1,3,5,8,70,3,,4,1,3,2,4,0,0,0,0,0,1,0,0,0.00,1,1000000.00,60,10000.00,1049,500.00,1785,200.00,38140,10.00,25290,10.00,159705,4.00,345363,2.00
6/8/2018,2018-06-08,14,30,33,44,56,13,33,3,2,1,4,0,1,1,1,1,1,0,0,0,0.00,1,1000000.00,15,10000.00,294,500.00,842,200.00,19174,10.00,18874,10.00,149275,4.00,374676,2.00
6/5/2018,2018-06-05,22,33,41,48,52,4,52,2,3,2,3,0,0,1,1,2,1,0,0,0,0.00,0,0.00,11,10000.00,291,500.00,745,200.00,18122,10.00,16413,10.00,132345,4.00,340244,2.00
6/1/2018,2018-06-01,5,24,52,62,66,17,,2,3,1,4,1,0,1,0,0,1,2,0,0,0.00,1,1000000.00,19,10000.00,261,500.00,672,200.00,16644,10.00,14207,10.00,111933,4.00,276125,2.00
5/29/2018,2018-05-29,2,11,55,58,67,2,11,2,3,3,2,1,1,0,0,0,2,1,0,0,0.00,0,0.00,10,10000.00,245,500.00,540,200.00,13774,10.00,12900,10.00,104080,4.00,252293,2.00
5/25/2018,2018-05-25,11,14,51,64,68,25,,2,3,2,3,0,2,0,0,0,1,2,0,0,0.00,0,0.00,5,10000.00,220,500.00,599,200.00,14572,10.00,12840,10.00,104057,4.00,255934,2.00
5/22/2018,2018-05-22,16,17,21,36,48,9,,3,2,2,3,0,2,1,1,1,0,0,0,0,0.00,0,0.00,13,10000.00,247,500.00,787,200.00,16403,10.00,16048,10.00,119000,4.00,273182,2.00
5/18/2018,2018-05-18,9,26,53,64,66,11,,2,3,2,3,1,0,1,0,0,1,2,0,0,0.00,0,0.00,14,10000.00,220,500.00,637,200.00,13619,10.00,14402,10.00,120326,4.00,300615,2.00
5/15/2018,2018-05-15,21,34,44,49,61,21,,2,3,3,2,0,0,1,1,2,0,1,0,0,0.00,0,0.00,16,10000.00,186,500.00,490,200.00,12957,10.00,10848,10.00,86107,4.00,215687,2.00
5/11/2018,2018-05-11,14,38,40,53,70,22,,1,4,1,4,0,1,0,2,0,1,1,0,0,0.00,3,1000000.00,5,10000.00,191,500.00,527,200.00,13990,10.00,11660,10.00,91668,4.00,231131,2.00
5/8/2018,2018-05-08,8,15,39,64,67,13,,2,3,3,2,1,1,0,1,0,0,2,0,0,0.00,5,1000000.00,10,10000.00,211,500.00,513,200.00,13190,10.00,13444,10.00,113739,4.00,289646,2.00
5/4/2018,2018-05-04,4,5,10,12,18,21,,5,0,1,4,3,2,0,0,0,0,0,0,1,143000000.00,8,1000000.00,37,10000.00,1265,500.00,1194,200.00,39681,10.00,16716,10.00,113342,4.00,261490,2.00
5/1/2018,2018-05-01,2,7,20,55,70,1,2,3,2,2,3,2,1,0,0,0,1,1,0,0,0.00,1,1000000.00,13,10000.00,322,500.00,900,200.00,21542,10.00,18693,10.00,137956,4.00,316713,2.00
4/27/2018,2018-04-27,2,29,38,63,66,11,,2,3,2,3,1,0,1,1,0,0,2,0,0,0.00,1,1000000.00,14,10000.00,280,500.00,792,200.00,17527,10.00,17927,10.00,149220,4.00,378732,2.00
